,ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBANICITY
51,514538041,0,06-Oct-58,41,0,10,"$32,774",No,$0,z_No,z_F,z_High School,Clerical,44,Private,"$20,120",4,Minivan,no,$0,0,No,0,$0,1,0,z_Highly Rural/ Rural
52,25561360,0,08-Apr-59,40,0,11,"$57,474",No,"$186,418",Yes,M,Bachelors,Clerical,5,Commercial,"$29,270",4,Panel Truck,yes,$0,0,No,1,$0,5,0,Highly Urban/ Urban
53,753037176,0,07-Aug-68,31,1,12,"$26,520",No,"$154,493",Yes,M,Bachelors,Student,62,Commercial,"$4,600",6,Minivan,yes,$0,0,No,2,$0,5,0,Highly Urban/ Urban
54,883748009,0,27-Oct-52,47,0,8,"$18,444",No,$0,Yes,z_F,z_High School,Student,35,Commercial,"$19,450",6,z_SUV,no,"$2,981",2,No,5,$0,,0,Highly Urban/ Urban
55,31827166,0,06-Jan-46,53,0,,"$107,259",No,"$343,700",Yes,M,Masters,Professional,36,Private,"$29,230",10,Minivan,yes,$0,0,No,0,$0,15,0,Highly Urban/ Urban
56,680782638,0,05-Jun-60,39,3,7,"$34,046",No,"$183,383",Yes,z_F,z_High School,Clerical,33,Private,"$4,040",6,z_SUV,no,$0,0,No,0,$0,5,0,z_Highly Rural/ Rural
57,883604551,0,20-May-66,33,3,14,"$32,364",No,"$152,894",Yes,M,<High School,Clerical,40,Private,"$12,270",18,Minivan,yes,$0,0,No,3,$0,1,0,Highly Urban/ Urban
58,714473703,0,02-Jan-40,59,0,5,"$106,775",No,,z_No,M,Masters,Lawyer,10,Private,"$31,930",1,Minivan,yes,$0,0,No,0,$0,,0,Highly Urban/ Urban
59,213057541,0,29-Jan-57,42,0,,"$52,988",No,"$176,275",Yes,M,z_High School,z_Blue Collar,24,Commercial,"$23,450",1,Minivan,no,$0,0,No,2,$0,11,0,z_Highly Rural/ Rural
60,885280620,0,26-Apr-59,40,0,11,"$16,989",No,$0,z_No,M,<High School,z_Blue Collar,20,Commercial,"$12,230",4,Pickup,yes,"$26,104",1,Yes,13,"$6,100",6,1,Highly Urban/ Urban
61,931739722,0,15-Jul-58,41,2,7,"$17,755",Yes,"$148,815",z_No,z_F,<High School,Clerical,29,Private,"$14,480",1,Minivan,yes,$0,0,Yes,2,$0,1,0,Highly Urban/ Urban
62,939401184,1,20-Jan-62,37,2,13,,Yes,$0,z_No,z_F,z_High School,z_Blue Collar,62,Commercial,"$9,360",4,Sports Car,no,$0,0,No,0,"$6,195",,1,Highly Urban/ Urban
63,840809480,0,29-Jun-63,36,3,12,"$56,048",No,"$137,836",Yes,M,Masters,Lawyer,15,Private,"$10,700",6,Minivan,no,"$2,045",2,No,2,$0,16,0,Highly Urban/ Urban
64,800426023,0,02-Dec-54,44,2,15,"$16,352",No,"$134,164",Yes,z_F,z_High School,Home Maker,37,Private,"$10,520",1,z_SUV,no,"$7,838",1,No,1,"$8,841",1,1,Highly Urban/ Urban
65,14827139,0,07-Feb-43,56,0,16,"$44,760",No,"$164,852",Yes,M,Bachelors,Manager,30,Private,"$21,770",13,Minivan,yes,$0,0,No,0,$0,6,0,Highly Urban/ Urban
66,212687745,1,30-Dec-53,45,1,14,"$63,952",No,"$196,368",Yes,z_F,Masters,Lawyer,50,Private,"$32,340",6,Van,no,"$27,877",2,Yes,0,"$2,117",13,1,Highly Urban/ Urban
67,224701093,0,16-Apr-65,34,3,12,"$22,510",No,"$123,888",Yes,M,z_High School,Clerical,26,Private,"$14,690",4,Minivan,yes,$0,0,Yes,0,"$1,230",1,1,z_Highly Rural/ Rural
68,401200262,0,23-Sep-51,48,0,,,No,"$252,896",Yes,M,Bachelors,Professional,14,Commercial,"$28,560",13,Panel Truck,yes,"$1,554",5,No,1,$0,10,0,Highly Urban/ Urban
69,926073051,1,12-Oct-55,44,2,,"$24,060",Yes,$0,z_No,M,Bachelors,Clerical,24,Private,"$14,220",4,Minivan,no,$0,0,No,0,"$3,532",10,1,Highly Urban/ Urban
70,45830738,0,25-Jul-66,33,4,12,"$20,822",No,"$76,022",Yes,z_F,z_High School,Home Maker,46,Private,"$6,880",13,z_SUV,no,"$7,896",3,No,0,$866,1,1,Highly Urban/ Urban
71,997497927,0,06-Dec-66,32,3,14,"$54,968",No,"$146,784",Yes,z_F,z_High School,Professional,20,Private,"$10,040",4,z_SUV,no,$0,0,Yes,0,$0,8,0,Highly Urban/ Urban
72,862203239,0,20-Oct-65,34,0,8,"$14,194",No,"$87,034",z_No,z_F,<High School,Clerical,13,Private,"$2,920",4,Sports Car,no,"$24,767",3,Yes,2,"$7,786",10,1,Highly Urban/ Urban
73,116102677,1,06-Nov-61,38,4,12,"$2,149",No,"$72,889",Yes,z_F,<High School,Home Maker,35,Private,"$22,690",10,Pickup,no,$0,0,No,2,$0,1,0,Highly Urban/ Urban
74,635101571,0,18-Feb-64,35,2,12,,Yes,$0,z_No,z_F,<High School,z_Blue Collar,43,Private,"$9,730",5,z_SUV,no,$0,0,No,4,"$5,426",4,1,Highly Urban/ Urban
75,793404097,2,02-Jan-55,44,2,14,"$45,576",No,"$156,623",Yes,z_F,<High School,z_Blue Collar,27,Private,"$1,500",4,Sports Car,no,"$25,276",1,No,8,$0,,0,Highly Urban/ Urban
76,62434528,2,10-May-56,43,3,11,"$137,103",Yes,$0,z_No,z_F,Masters,Manager,29,Private,"$19,510",1,Sports Car,no,"$8,890",3,No,0,"$4,148",15,1,Highly Urban/ Urban
77,935079846,0,05-Sep-50,49,0,9,,No,$0,z_No,M,PhD,,31,Commercial,"$33,710",3,Panel Truck,no,"$34,351",2,Yes,2,$0,18,0,Highly Urban/ Urban
78,948288985,0,25-Oct-53,46,0,10,"$79,538",No,$0,z_No,z_F,Bachelors,Manager,13,Private,"$14,050",3,Minivan,no,$0,0,Yes,2,$0,11,0,Highly Urban/ Urban
79,396323054,0,03-Dec-53,45,1,11,"$185,836",No,"$509,115",Yes,z_F,PhD,Lawyer,28,Private,"$10,250",1,z_SUV,no,"$4,307",3,No,6,$0,20,0,Highly Urban/ Urban
80,299024508,0,01-Jan-53,46,0,14,,No,"$397,661",z_No,M,Masters,,22,Commercial,"$33,320",4,Panel Truck,yes,$0,0,Yes,1,$0,12,0,Highly Urban/ Urban
81,39392545,0,08-Nov-54,45,0,11,"$61,931",No,"$213,530",Yes,M,Masters,,30,Commercial,"$10,910",13,Pickup,yes,"$25,106",2,No,0,$0,,0,Highly Urban/ Urban
82,536604822,0,23-Jul-51,48,0,9,"$61,509",No,"$195,438",Yes,M,Masters,,40,Commercial,"$23,230",6,Panel Truck,yes,$0,0,No,1,$0,17,0,Highly Urban/ Urban
83,429992959,0,16-Sep-36,63,0,9,"$74,426",No,$0,z_No,z_F,PhD,Doctor,11,Private,"$27,600",1,z_SUV,no,$0,0,No,0,$0,18,0,Highly Urban/ Urban
84,160577728,0,18-Feb-55,44,0,9,"$74,722",No,"$231,034",Yes,z_F,Bachelors,Professional,9,Private,"$23,640",6,Minivan,no,$0,0,No,0,$0,1,0,Highly Urban/ Urban
85,108385737,1,07-Mar-54,45,2,11,"$102,393",Yes,$0,z_No,M,Bachelors,Professional,25,Private,"$1,500",1,Minivan,yes,$0,0,No,2,"$2,371",11,1,Highly Urban/ Urban
86,414142186,0,17-Sep-37,62,0,15,"$40,656",No,"$208,242",Yes,z_F,z_High School,Clerical,57,Private,"$9,170",4,Sports Car,no,"$42,342",2,Yes,2,"$4,178",7,1,Highly Urban/ Urban
87,421217157,0,24-Nov-50,48,0,0,$0,No,"$98,920",Yes,z_F,z_High School,Home Maker,50,Private,"$8,660",3,Sports Car,no,"$8,363",2,No,3,$0,,0,Highly Urban/ Urban
88,935010485,1,10-Feb-62,37,2,12,,No,"$205,211",Yes,z_F,Bachelors,z_Blue Collar,43,Commercial,"$5,200",1,z_SUV,no,"$2,718",1,No,1,"$4,804",3,1,Highly Urban/ Urban
89,537840281,0,27-Aug-64,35,0,,"$29,371",No,$0,z_No,z_F,<High School,Clerical,49,Private,"$4,860",10,Sports Car,no,$0,0,No,0,$0,1,0,Highly Urban/ Urban
90,748139140,0,13-Aug-51,48,0,12,"$31,773",No,"$165,090",Yes,M,z_High School,Clerical,14,Commercial,"$9,640",13,Pickup,no,"$1,212",1,No,4,"$1,354",1,1,Highly Urban/ Urban
91,601118153,0,26-Dec-59,39,0,11,"$33,727",No,$0,z_No,z_F,Bachelors,Clerical,27,Private,"$10,850",1,z_SUV,no,"$8,350",1,No,2,$0,12,0,Highly Urban/ Urban
92,808304017,0,30-May-50,49,0,0,$0,No,"$159,389",Yes,z_F,Masters,Professional,42,Private,"$6,400",10,z_SUV,no,"$9,115",1,No,6,$0,14,0,Highly Urban/ Urban
93,803325269,0,24-Jul-55,44,2,15,"$139,330",Yes,"$316,900",z_No,z_F,z_High School,z_Blue Collar,35,Commercial,"$22,050",10,Sports Car,no,$0,0,No,0,$0,1,0,z_Highly Rural/ Rural
94,701235200,0,22-Dec-48,50,0,13,"$163,296",No,"$447,616",z_No,z_F,PhD,Lawyer,42,Private,"$22,830",1,Minivan,no,$0,0,No,0,$0,14,0,z_Highly Rural/ Rural
95,916609661,0,03-Oct-69,30,1,10,"$17,455",Yes,"$140,978",z_No,z_F,<High School,z_Blue Collar,50,Private,"$12,380",13,Minivan,no,$0,0,No,0,$0,6,0,z_Highly Rural/ Rural
96,469714824,0,03-Nov-45,54,0,,"$71,007",No,"$240,833",Yes,M,Bachelors,Manager,61,Private,"$14,000",6,Minivan,no,$0,0,No,0,$0,11,0,Highly Urban/ Urban
97,46606719,0,06-Sep-61,38,0,0,$0,No,$0,Yes,M,z_High School,Student,41,Commercial,"$17,470",10,Van,no,"$3,157",2,No,5,$0,6,0,z_Highly Rural/ Rural
98,454040458,0,09-Apr-46,53,0,6,"$38,036",No,"$153,381",Yes,z_F,z_High School,z_Blue Collar,32,Commercial,"$13,140",1,z_SUV,no,$0,0,No,4,"$2,425",1,1,Highly Urban/ Urban
99,951246359,0,30-Mar-46,53,0,13,"$41,199",No,"$150,933",z_No,z_F,Bachelors,Manager,21,Private,"$15,360",1,z_SUV,no,$0,0,No,0,$0,8,0,Highly Urban/ Urban
100,389315422,0,28-Nov-69,29,1,10,"$38,042",Yes,"$202,967",z_No,M,z_High School,Professional,15,Private,"$15,160",6,Minivan,no,$0,0,No,0,$0,1,0,Highly Urban/ Urban
101,180660768,0,20-Jan-41,58,0,11,"$91,223",No,$0,z_No,M,Masters,Lawyer,23,Private,"$10,620",6,Pickup,no,$0,0,No,0,$0,,0,Highly Urban/ Urban
102,184578161,0,25-Jul-44,55,0,7,"$45,787",No,"$173,196",Yes,z_F,Masters,Lawyer,5,Private,"$19,380",6,Minivan,no,$0,0,No,0,$0,13,0,Highly Urban/ Urban
103,59798468,0,17-Sep-44,55,0,,"$84,964",No,"$227,091",Yes,M,Bachelors,z_Blue Collar,21,Commercial,"$5,760",1,Pickup,yes,$969,2,No,6,$0,11,0,Highly Urban/ Urban
104,957817015,0,04-Nov-43,56,0,8,"$38,240",No,"$190,675",Yes,z_F,z_High School,Clerical,28,Private,"$16,220",4,z_SUV,no,$0,0,No,0,$0,,0,z_Highly Rural/ Rural
105,402443529,0,20-Dec-59,39,2,0,$0,No,"$69,369",Yes,z_F,z_High School,Home Maker,36,Private,"$8,750",4,Sports Car,no,$0,0,No,0,$0,8,0,Highly Urban/ Urban
106,298667574,2,26-Jun-55,44,2,13,"$142,588",No,"$365,256",Yes,M,Masters,Manager,28,Private,"$21,790",6,Minivan,yes,$0,0,No,2,$0,9,0,Highly Urban/ Urban
107,303462460,0,13-May-65,34,0,11,"$51,565",No,$0,z_No,M,Masters,Lawyer,36,Private,"$18,110",1,Van,yes,$759,2,No,3,$0,15,0,Highly Urban/ Urban
108,629946797,0,08-Aug-65,34,3,0,$0,No,"$66,358",Yes,z_F,z_High School,Home Maker,25,Private,"$11,740",9,z_SUV,no,"$1,800",2,No,2,"$5,711",1,1,Highly Urban/ Urban
109,783473090,0,06-Jan-63,36,0,11,"$105,384",No,"$267,509",Yes,M,Masters,Professional,24,Private,"$13,800",7,Minivan,yes,"$31,695",3,Yes,4,$0,17,0,Highly Urban/ Urban
110,8565171,0,13-Oct-58,41,0,10,"$66,265",No,"$159,276",Yes,M,Masters,Lawyer,59,Private,"$12,230",4,Minivan,yes,$0,0,No,1,"$13,105",9,1,Highly Urban/ Urban
111,950995873,0,30-Apr-53,46,0,7,,No,,z_No,M,Masters,,17,Commercial,"$23,350",13,Panel Truck,yes,"$4,678",3,No,6,"$4,061",17,1,Highly Urban/ Urban
112,867703916,0,08-Mar-54,45,0,12,"$32,394",No,$0,z_No,z_F,z_High School,Clerical,33,Private,"$13,770",4,z_SUV,no,$0,0,No,0,$0,1,0,Highly Urban/ Urban
113,593582812,0,31-Jul-57,42,0,9,"$76,226",No,"$217,920",Yes,M,Bachelors,z_Blue Collar,18,Commercial,"$23,390",13,Panel Truck,yes,$0,0,No,0,$0,14,0,Highly Urban/ Urban
114,22340563,1,25-May-61,38,3,16,"$7,528",No,"$113,809",Yes,M,<High School,Clerical,26,Private,"$8,080",1,Pickup,yes,$0,0,No,0,$0,8,0,z_Highly Rural/ Rural
115,679555193,0,16-Feb-66,33,4,0,$0,Yes,$0,z_No,M,z_High School,Student,14,Commercial,"$15,090",1,Minivan,yes,"$1,631",1,No,2,"$7,838",5,1,Highly Urban/ Urban
116,161607403,0,01-Aug-62,37,0,0,,No,"$73,890",Yes,z_F,Bachelors,Student,48,Commercial,"$12,850",7,z_SUV,no,$0,0,No,3,"$3,660",6,1,Highly Urban/ Urban
117,700623278,1,05-Jan-57,42,1,9,"$32,797",No,"$160,661",Yes,z_F,Masters,Lawyer,63,Private,"$21,690",1,Minivan,no,$0,0,No,2,$0,14,0,Highly Urban/ Urban
118,755810990,0,20-Nov-51,47,0,11,"$44,705",No,"$217,885",Yes,z_F,Bachelors,Professional,50,Private,"$12,840",1,z_SUV,no,"$1,533",2,No,0,"$5,125",10,1,Highly Urban/ Urban
119,464090162,0,11-Nov-56,43,1,0,$0,No,"$70,170",Yes,z_F,Bachelors,Home Maker,26,Private,"$8,350",1,z_SUV,no,$0,0,No,3,$0,7,0,Highly Urban/ Urban
120,170483243,0,06-Jun-47,52,0,9,"$68,992",No,"$216,986",z_No,z_F,Bachelors,z_Blue Collar,36,Commercial,"$15,120",1,Minivan,no,$0,0,No,3,$0,10,0,z_Highly Rural/ Rural
121,421316364,0,08-Oct-56,43,0,11,"$132,561",No,"$314,433",z_No,M,Masters,Professional,8,Commercial,"$30,150",16,Panel Truck,no,"$12,294",1,No,0,$0,1,0,Highly Urban/ Urban
122,505563410,0,06-Jan-35,64,0,15,"$31,738",No,"$197,010",Yes,M,<High School,z_Blue Collar,23,Commercial,"$14,620",6,z_SUV,no,"$3,994",2,No,0,"$5,085",1,1,Highly Urban/ Urban
123,813759954,0,21-Jan-33,66,1,17,"$96,830",No,"$325,826",Yes,M,Masters,Professional,23,Private,"$11,180",7,z_SUV,no,$0,0,No,0,$0,16,0,Highly Urban/ Urban
124,37074844,0,24-Feb-39,60,0,9,"$125,893",No,$0,z_No,M,PhD,,21,Commercial,"$7,500",9,Pickup,yes,"$7,278",2,No,4,$0,15,0,Highly Urban/ Urban
125,130470336,2,08-Dec-63,35,4,6,"$154,577",Yes,"$397,868",z_No,z_F,Bachelors,z_Blue Collar,27,Private,"$20,450",6,z_SUV,no,"$4,645",1,No,3,$0,1,0,Highly Urban/ Urban
126,637739719,0,23-Apr-47,52,0,7,"$64,014",No,"$244,863",Yes,M,<High School,z_Blue Collar,33,Commercial,"$7,900",4,Pickup,yes,"$8,882",3,No,1,"$2,143",5,1,Highly Urban/ Urban
127,427956603,0,11-Sep-47,52,0,11,"$79,348",No,"$270,032",Yes,z_F,z_High School,Manager,23,Private,"$13,150",11,z_SUV,no,$0,0,No,2,$0,1,0,Highly Urban/ Urban
128,993272296,0,26-Jul-43,56,2,14,"$192,089",No,"$471,701",Yes,M,PhD,,31,Commercial,"$21,100",1,Van,yes,$0,0,No,0,"$6,484",,1,Highly Urban/ Urban
129,880941719,1,08-Jun-61,38,1,7,,No,$0,Yes,z_F,z_High School,Student,40,Private,"$7,050",4,Sports Car,no,$0,0,No,0,$0,10,0,z_Highly Rural/ Rural
130,765577228,0,08-May-44,55,0,15,"$108,152",No,"$329,756",Yes,z_F,Masters,Manager,18,Private,"$12,320",1,z_SUV,no,$0,0,Yes,0,$0,15,0,Highly Urban/ Urban
